year,state,producer type,energy source,CO2 (MT),SO2 (MT),NOx (MT),generation(mwH)
2018,NH,Total Electric Power Industry,Other Biomass,0,0,389,138455
2018,NH,Total Electric Power Industry,Other,85062,3,245,47677
2018,NH,Total Electric Power Industry,Petroleum,108958,272,131,178080
2018,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,0,210,585,1247755
2018,NJ,Total Electric Power Industry,Total,18135688,2858,9752,75033600
2018,NJ,Total Electric Power Industry,Coal,1538324,1482,1025,1193288
2018,NJ,Total Electric Power Industry,Natural Gas,15602410,54,3609,38863492
2018,NJ,Total Electric Power Industry,Other Biomass,0,2,3293,934931
2018,NJ,Total Electric Power Industry,Other Gases,0,3,213,212048
2018,NJ,Total Electric Power Industry,Other,906379,582,1515,551919
2018,NJ,Total Electric Power Industry,Petroleum,88575,735,97,362365
2018,NM,Total Electric Power Industry,Total,22999709,8203,34741,32673682
2018,NM,Total Electric Power Industry,Coal,18711661,8183,31336,13401532
2018,NM,Total Electric Power Industry,Geothermal,341,0,0,13138
2018,NM,Total Electric Power Industry,Natural Gas,4254359,16,3126,11628177
2018,NM,Total Electric Power Industry,Other Biomass,0,0,268,21156
2018,NM,Total Electric Power Industry,Petroleum,33348,4,11,20737
2018,NV,Total Electric Power Industry,Total,13167197,1778,8737,39640241
2018,NV,Total Electric Power Industry,Coal,2064713,1721,1726,2485046
2018,NV,Total Electric Power Industry,Geothermal,86599,0,0,3461982
2018,NV,Total Electric Power Industry,Natural Gas,11007957,52,6656,26688612
2018,NV,Total Electric Power Industry,Other Biomass,0,0,351,53066
2018,NV,Total Electric Power Industry,Petroleum,7928,5,4,10245
2018,NY,Total Electric Power Industry,Total,25583556,15154,28494,132520501
2018,NY,Total Electric Power Industry,Coal,1060904,8474,1832,690386
2018,NY,Total Electric Power Industry,Natural Gas,22256258,94,11587,50810426
2018,NY,Total Electric Power Industry,Other Biomass,0,1,9319,1615967
2018,NY,Total Electric Power Industry,Other,1695725,960,3979,873145
2018,NY,Total Electric Power Industry,Petroleum,570669,1250,766,1590710
2018,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,0,4375,1011,525768
2018,OH,Total Electric Power Industry,Total,79917231,108956,65391,126184610
2018,OH,Total Electric Power Industry,Coal,65477159,82874,49142,58726962
2018,OH,Total Electric Power Industry,Natural Gas,12384724,60,3177,44214502
2018,OH,Total Electric Power Industry,Other Biomass,0,2,6627,472597
2018,OH,Total Electric Power Industry,Other Gases,0,13,3473,786891
2018,OH,Total Electric Power Industry,Other,31178,307,4,5433
2018,OH,Total Electric Power Industry,Petroleum,2024170,23996,2837,1315746
2018,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,0,1704,131,234377
2018,OK,Total Electric Power Industry,Total,32329300,39799,23894,86223721
2018,OK,Total Electric Power Industry,Coal,18954561,39419,14437,14906747
2018,OK,Total Electric Power Industry,Natural Gas,13163607,61,8258,41612986
2018,OK,Total Electric Power Industry,Other Biomass,0,0,360,76845
2018,OK,Total Electric Power Industry,Other,198577,267,183,57075
2018,OK,Total Electric Power Industry,Petroleum,12555,22,18,17978
2018,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,0,30,638,252390
2018,OR,Total Electric Power Industry,Total,7990903,7037,12179,64113560
2018,OR,Total Electric Power Industry,Coal,1727284,2964,1664,1476391
2018,OR,Total Electric Power Industry,Geothermal,4587,0,0,176235
2018,OR,Total Electric Power Industry,Natural Gas,6186140,44,4999,17922777
2018,OR,Total Electric Power Industry,Other Biomass,0,2,3991,357073
2018,OR,Total Electric Power Industry,Other,65045,2,61,34095
2018,OR,Total Electric Power Industry,Petroleum,7847,10,4,4856
2018,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,0,4015,1460,680223
2018,PA,Total Electric Power Industry,Total,79252230,68181,49474,215385830
2018,PA,Total Electric Power Industry,Coal,47221496,63576,26706,44086284
2018,PA,Total Electric Power Industry,Natural Gas,30247218,135,9332,76390859
2018,PA,Total Electric Power Industry,Other Biomass,0,73,7104,1816682
2018,PA,Total Electric Power Industry,Other Gases,0,25,331,528492
2018,PA,Total Electric Power Industry,Other,1369457,690,5144,780847
2018,PA,Total Electric Power Industry,Petroleum,414059,558,560,625647
2018,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,3124,297,448269
2018,RI,Total Electric Power Industry,Total,2980924,78,1806,8375257
2018,RI,Total Electric Power Industry,Natural Gas,2937613,9,1616,7896940
2018,RI,Total Electric Power Industry,Other Biomass,0,1,133,211031
2018,RI,Total Electric Power Industry,Petroleum,43311,68,57,75714
2018,SC,Total Electric Power Industry,Total,25362253,17398,13851,99364088
2018,SC,Total Electric Power Industry,Coal,17435241,5869,8159,19497485
2018,SC,Total Electric Power Industry,Natural Gas,7684494,36,1654,21653796
2018,SC,Total Electric Power Industry,Other Biomass,0,0,1186,149856
2018,SC,Total Electric Power Industry,Other,135641,1373,99,41651
2018,SC,Total Electric Power Industry,Petroleum,106877,118,166,343903
2018,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,0,10002,2587,2141450
2018,SD,Total Electric Power Industry,Total,2502497,774,1075,12616396
2018,SD,Total Electric Power Industry,Coal,2174298,767,893,2339337
2018,SD,Total Electric Power Industry,Natural Gas,321792,1,146,1167719
2018,SD,Total Electric Power Industry,Petroleum,6407,6,36,6396
2018,TN,Total Electric Power Industry,Total,35792400,40128,18062,81554917
2018,TN,Total Electric Power Industry,Coal,30415799,31254,14489,20966713
2018,TN,Total Electric Power Industry,Natural Gas,5178015,24,2007,13398703
2018,TN,Total Electric Power Industry,Other Biomass,0,190,1078,87220
2018,TN,Total Electric Power Industry,Other Gases,0,0,47,11175
2018,TN,Total Electric Power Industry,Other,90407,1044,2,8457
2018,TN,Total Electric Power Industry,Petroleum,108179,47,50,129555
2018,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,0,7569,389,895227
2018,TX,Total Electric Power Industry,Total,239991190,260854,165551,477352425
2018,TX,Total Electric Power Industry,Coal,140136614,249773,77723,111722643
2018,TX,Total Electric Power Industry,Natural Gas,99579127,617,75577,239713084
2018,TX,Total Electric Power Industry,Other Biomass,0,17,6677,585208
2018,TX,Total Electric Power Industry,Other Gases,0,46,3022,2526476
2018,TX,Total Electric Power Industry,Other,7662,75,5,452629
2018,TX,Total Electric Power Industry,Petroleum,267787,1086,644,129313
2018,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,0,9240,1903,1004874
2018,US,Total Electric Power Industry,Total,1849749972,1656849,1505762,4178277344
2018,US,Total Electric Power Industry,Coal,1226559558,1295401,846478,1149487339
2018,US,Total Electric Power Industry,Geothermal,418982,0,0,15967134
2018,US,Total Electric Power Industry,Natural Gas,585493677,3681,359425,1469132682
2018,US,Total Electric Power Industry,Other Biomass,0,1540,127923,20895765
2018,US,Total Electric Power Industry,Other Gases,0,874,21057,13462749
2018,US,Total Electric Power Industry,Other,13878137,19984,34685,12973204
2018,US,Total Electric Power Industry,Petroleum,23399618,69251,36830,25225618
2018,US,Total Electric Power Industry,Wood and Wood Derived Fuels,0,266118,79364,40936159
2018,UT,Total Electric Power Industry,Total,27697636,10012,31759,39375424
2018,UT,Total Electric Power Industry,Coal,24885992,9965,28354,25912474
2018,UT,Total Electric Power Industry,Geothermal,12652,0,0,445737
2018,UT,Total Electric Power Industry,Natural Gas,2752755,14,2032,8724119
2018,UT,Total Electric Power Industry,Other Biomass,0,0,1238,79460
2018,UT,Total Electric Power Industry,Other Gases,0,0,28,6559
2018,UT,Total Electric Power Industry,Other,18243,31,92,225143
2018,UT,Total Electric Power Industry,Petroleum,27994,2,15,36574
2018,VA,Total Electric Power Industry,Total,31195217,18916,25988,95509121
2018,VA,Total Electric Power Industry,Coal,11583511,7812,9182,9266276
2018,VA,Total Electric Power Industry,Natural Gas,18720550,134,5210,50160301
2018,VA,Total Electric Power Industry,Other Biomass,0,80,7386,1172015
2018,VA,Total Electric Power Industry,Other,462633,201,1473,471227
2018,VA,Total Electric Power Industry,Petroleum,428523,478,769,950411
2018,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,10211,1968,3001267
2018,VT,Total Electric Power Industry,Total,15342,60,505,2178915
2018,VT,Total Electric Power Industry,Natural Gas,4432,0,9,1797
2018,VT,Total Electric Power Industry,Other Biomass,0,0,144,12053
2018,VT,Total Electric Power Industry,Petroleum,10910,22,67,3132
2018,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,0,38,285,413955
2018,WA,Total Electric Power Industry,Total,11007712,10846,14385,116756729
2018,WA,Total Electric Power Industry,Coal,5769385,1895,5931,5382866
2018,WA,Total Electric Power Industry,Natural Gas,5072135,34,2855,10535078
2018,WA,Total Electric Power Industry,Other Biomass,0,56,1110,231707
2018,WA,Total Electric Power Industry,Other Gases,0,1,504,430840
2018,WA,Total Electric Power Industry,Other,108288,3,312,59265
2018,WA,Total Electric Power Industry,Petroleum,57904,143,112,23656
2018,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,8714,3561,1571472
2018,WI,Total Electric Power Industry,Total,42893441,24602,28195,65936803
2018,WI,Total Electric Power Industry,Coal,35961047,19501,16677,33322379
2018,WI,Total Electric Power Industry,Natural Gas,6696295,29,3391,16798656
2018,WI,Total Electric Power Industry,Other Biomass,0,15,6124,554039
2018,WI,Total Electric Power Industry,Other,39955,150,46,42631
2018,WI,Total Electric Power Industry,Petroleum,196144,296,118,137511
2018,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,0,4611,1839,883115
2018,WV,Total Electric Power Industry,Total,64987884,36114,39941,67249025
2018,WV,Total Electric Power Industry,Coal,63832342,36105,39140,62038835
2018,WV,Total Electric Power Industry,Natural Gas,1067844,4,720,1420390
2018,WV,Total Electric Power Industry,Other Gases,0,1,52,24845
2018,WV,Total Electric Power Industry,Petroleum,87698,4,29,158885
2018,WY,Total Electric Power Industry,Total,44272504,34640,37423,46112136
2018,WY,Total Electric Power Industry,Coal,43451554,34617,32295,39679287
2018,WY,Total Electric Power Industry,Natural Gas,786171,4,1947,896122
2018,WY,Total Electric Power Industry,Other Gases,0,8,3112,377641
2018,WY,Total Electric Power Industry,Other,0,0,46,85266
2018,WY,Total Electric Power Industry,Petroleum,34779,11,23,40136
2019,AK,Total Electric Power Industry,Total,3389551,2615,18954,6070843
2019,AK,Total Electric Power Industry,Coal,1350099,1520,2213,683055
2019,AK,Total Electric Power Industry,Natural Gas,1387376,6,9538,2686990
2019,AK,Total Electric Power Industry,Other Biomass,0,19,496,37547
2019,AK,Total Electric Power Industry,Petroleum,652076,1070,6707,901196
2019,AL,Total Electric Power Industry,Total,56139763,37406,31569,142679433
2019,AL,Total Electric Power Industry,Coal,30554048,12121,15245,26655068
2019,AL,Total Electric Power Industry,Natural Gas,25502694,130,9843,57197370
2019,AL,Total Electric Power Industry,Other Biomass,0,0,454,40482
2019,AL,Total Electric Power Industry,Other Gases,0,2,371,2657
2019,AL,Total Electric Power Industry,Petroleum,83021,86,117,19920
2019,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,25067,5539,3316975
2019,AR,Total Electric Power Industry,Total,38349453,59185,26203,64442898
2019,AR,Total Electric Power Industry,Coal,29327568,47371,18910,23313201
2019,AR,Total Electric Power Industry,Natural Gas,8969390,51,3281,21772400
2019,AR,Total Electric Power Industry,Other Biomass,0,13,768,93083
2019,AR,Total Electric Power Industry,Other,16632,178,31,4839
2019,AR,Total Electric Power Industry,Petroleum,35863,43,17,47144
2019,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,0,11529,3196,1241532
2019,AZ,Total Electric Power Industry,Total,46756562,14989,38005,113551987
2019,AZ,Total Electric Power Industry,Coal,30897502,14847,25707,23217974
2019,AZ,Total Electric Power Industry,Natural Gas,15819760,111,11653,46084367
2019,AZ,Total Electric Power Industry,Other Biomass,0,0,523,30666
2019,AZ,Total Electric Power Industry,Petroleum,39300,6,24,63748
2019,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,0,25,98,200001
2019,CA,Total Electric Power Industry,Total,43578868,1319,67147,201784204
2019,CA,Total Electric Power Industry,Coal,1359682,327,785,240456
2019,CA,Total Electric Power Industry,Geothermal,307176,0,0,10914107
2019,CA,Total Electric Power Industry,Natural Gas,41572392,189,41869,85840775
2019,CA,Total Electric Power Industry,Other Biomass,0,17,19934,2722625
2019,CA,Total Electric Power Industry,Other Gases,0,8,1889,1476205
2019,CA,Total Electric Power Industry,Other,275559,336,551,765025
2019,CA,Total Electric Power Industry,Petroleum,64059,101,548,50953
2019,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,341,1571,3217940
2019,CO,Total Electric Power Industry,Total,34712894,10648,19425,56337734
2019,CO,Total Electric Power Industry,Coal,27328537,10593,15628,25320503
2019,CO,Total Electric Power Industry,Natural Gas,7370499,36,2843,17097116
2019,CO,Total Electric Power Industry,Other Biomass,0,0,906,73515
2019,CO,Total Electric Power Industry,Petroleum,13858,10,40,7962
2019,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,0,9,8,88528
2019,CT,Total Electric Power Industry,Total,9591484,883,6044,40050038
2019,CT,Total Electric Power Industry,Coal,391072,315,229,53052
2019,CT,Total Electric Power Industry,Natural Gas,8152947,26,3145,21343095
2019,CT,Total Electric Power Industry,Other Biomass,0,6,147,480951
2019,CT,Total Electric Power Industry,Other,770560,153,2073,578186
2019,CT,Total Electric Power Industry,Petroleum,276905,339,378,12196
2019,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,0,44,72,268419
2019,DC,Total Electric Power Industry,Total,42828,0,339,174080
2019,DC,Total Electric Power Industry,Natural Gas,42828,0,118,110123
2019,DC,Total Electric Power Industry,Other Biomass,0,0,221,55128
2019,DE,Total Electric Power Industry,Total,3193173,589,1573,5258538
2019,DE,Total Electric Power Industry,Coal,400866,397,115,119120
2019,DE,Total Electric Power Industry,Natural Gas,2641652,8,663,4806239
2019,DE,Total Electric Power Industry,Other Biomass,0,0,714,61389
2019,DE,Total Electric Power Industry,Other Gases,0,4,12,193994
2019,DE,Total Electric Power Industry,Petroleum,150655,180,69,18718
2019,FL,Total Electric Power Industry,Total,107791933,53498,58607,245603485
2019,FL,Total Electric Power Industry,Coal,29760936,25409,12727,21248194
2019,FL,Total Electric Power Industry,Natural Gas,73232360,648,24669,182006842
2019,FL,Total Electric Power Industry,Other Biomass,0,149,6386,2156182
2019,FL,Total Electric Power Industry,Other Gases,0,8,1980,159
2019,FL,Total Electric Power Industry,Other,2613760,1929,6338,3154479
2019,FL,Total Electric Power Industry,Petroleum,2184877,3969,1005,1525284
2019,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,21386,5502,2292951
2019,GA,Total Electric Power Industry,Total,54803366,48010,42989,128691569
2019,GA,Total Electric Power Industry,Coal,32252976,13677,21046,25245308
2019,GA,Total Electric Power Industry,Natural Gas,21518367,107,5759,58619997
2019,GA,Total Electric Power Industry,Other Biomass,0,186,4015,318140
2019,GA,Total Electric Power Industry,Other,195434,2006,158,93780
2019,GA,Total Electric Power Industry,Petroleum,836589,2215,1168,247308
2019,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,29819,10843,5057552
2019,HI,Total Electric Power Industry,Total,7197225,15011,15937,9749998
2019,HI,Total Electric Power Industry,Coal,1396494,277,916,1301946
2019,HI,Total Electric Power Industry,Geothermal,2896,0,0,0
2019,HI,Total Electric Power Industry,Other Biomass,0,329,604,291542
2019,HI,Total Electric Power Industry,Other Gases,0,0,101,5624
2019,HI,Total Electric Power Industry,Other,310736,394,826,394726
2019,HI,Total Electric Power Industry,Petroleum,5487099,14011,13490,6864169
2019,IA,Total Electric Power Industry,Total,34252879,33772,28783,61673544
2019,IA,Total Electric Power Industry,Coal,30616549,32387,24689,22159203
2019,IA,Total Electric Power Industry,Natural Gas,3358833,17,1798,7684253
2019,IA,Total Electric Power Industry,Other Biomass,0,11,1944,203122
2019,IA,Total Electric Power Industry,Petroleum,277497,1357,348,238192
2019,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0,4,12478
2019,ID,Total Electric Power Industry,Total,1766482,3870,4236,18407812
2019,ID,Total Electric Power Industry,Coal,111117,398,215,21008
2019,ID,Total Electric Power Industry,Geothermal,2186,0,0,95614
2019,ID,Total Electric Power Industry,Natural Gas,1653127,6,1005,4266684
2019,ID,Total Electric Power Industry,Other Biomass,0,0,2033,113266
2019,ID,Total Electric Power Industry,Petroleum,52,0,1,231
2019,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,0,3466,982,404468
2019,IL,Total Electric Power Industry,Total,72260778,80047,36917,184470052
2019,IL,Total Electric Power Industry,Coal,63639228,79931,29323,48788322
2019,IL,Total Electric Power Industry,Natural Gas,8565070,57,4286,21345588
2019,IL,Total Electric Power Industry,Other Biomass,0,1,3134,412148
2019,IL,Total Electric Power Industry,Other Gases,0,14,56,260888
2019,IL,Total Electric Power Industry,Other,11036,16,5,238692
2019,IL,Total Electric Power Industry,Petroleum,45444,28,113,43556
2019,IN,Total Electric Power Industry,Total,91553528,62803,74902,102505381
2019,IN,Total Electric Power Industry,Coal,78049251,61851,58320,60761806
2019,IN,Total Electric Power Industry,Natural Gas,13089463,65,6154,32041895
2019,IN,Total Electric Power Industry,Other Biomass,0,1,6163,462739
2019,IN,Total Electric Power Industry,Other Gases,0,120,2586,1984109
2019,IN,Total Electric Power Industry,Other,293381,544,1600,333473
2019,IN,Total Electric Power Industry,Petroleum,121433,222,79,126745
2019,KS,Total Electric Power Industry,Total,23747639,4944,17393,50887992
2019,KS,Total Electric Power Industry,Coal,21874850,4919,11256,17314601
2019,KS,Total Electric Power Industry,Natural Gas,1822819,6,5112,3024463
2019,KS,Total Electric Power Industry,Other Biomass,0,0,827,62723
2019,KS,Total Electric Power Industry,Petroleum,49970,19,198,78140
2019,KY,Total Electric Power Industry,Total,66267246,52859,45281,71804254
2019,KY,Total Electric Power Industry,Coal,59645690,49955,37051,51714430
2019,KY,Total Electric Power Industry,Natural Gas,6487005,59,5994,15341467
2019,KY,Total Electric Power Industry,Other Biomass,0,0,1412,97941
2019,KY,Total Electric Power Industry,Other,57810,4,29,47401
2019,KY,Total Electric Power Industry,Petroleum,76741,25,41,50359
2019,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,0,2816,754,276114
2019,LA,Total Electric Power Industry,Total,50770268,106037,75662,100174762
2019,LA,Total Electric Power Industry,Coal,12977625,29755,8233,7418814
2019,LA,Total Electric Power Industry,Natural Gas,32575796,147,41213,69522954
2019,LA,Total Electric Power Industry,Other Biomass,0,29,432,83394
2019,LA,Total Electric Power Industry,Other Gases,0,38,6277,1875016
2019,LA,Total Electric Power Industry,Other,12957,143,343,572932
2019,LA,Total Electric Power Industry,Petroleum,5203890,4787,2231,3188535
2019,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,71138,16933,2164613
2019,MA,Total Electric Power Industry,Total,9975911,2511,8452,21515636
2019,MA,Total Electric Power Industry,Natural Gas,8294472,28,3205,15406573
2019,MA,Total Electric Power Industry,Other Biomass,0,0,1770,912118
2019,MA,Total Electric Power Industry,Other,1306508,1679,3104,910270
2019,MA,Total Electric Power Industry,Petroleum,374931,776,346,103610
2019,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,28,27,92086
2019,MD,Total Electric Power Industry,Total,17839320,18458,11796,39328689
2019,MD,Total Electric Power Industry,Coal,10856846,16050,4897,5721573
2019,MD,Total Electric Power Industry,Natural Gas,6173395,23,2596,14605261
2019,MD,Total Electric Power Industry,Other Biomass,0,0,1638,330379
2019,MD,Total Electric Power Industry,Other,550636,170,1276,328530
2019,MD,Total Electric Power Industry,Petroleum,258443,409,700,67269
2019,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,0,1806,689,60124
2019,ME,Total Electric Power Industry,Total,2201608,7305,5967,10490562
2019,ME,Total Electric Power Industry,Coal,196995,354,227,71054
2019,ME,Total Electric Power Industry,Natural Gas,1203061,3,522,1797271
2019,ME,Total Electric Power Industry,Other Biomass,0,63,521,121197
2019,ME,Total Electric Power Industry,Other,597799,868,1084,338847
2019,ME,Total Electric Power Industry,Petroleum,203753,839,217,34703
2019,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,0,5178,3396,2127168
2019,MI,Total Electric Power Industry,Total,61435300,74319,52074,116701343
2019,MI,Total Electric Power Industry,Coal,43154969,59889,28440,37341489
2019,MI,Total Electric Power Industry,Natural Gas,15968344,259,10556,34429525
2019,MI,Total Electric Power Industry,Other Biomass,0,50,8053,915104
2019,MI,Total Electric Power Industry,Other Gases,0,422,187,1696538
2019,MI,Total Electric Power Industry,Other,578140,1635,1830,173102
2019,MI,Total Electric Power Industry,Petroleum,1733847,7443,1176,915188
2019,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,0,4621,1832,1399299
2019,MN,Total Electric Power Industry,Total,29805125,23994,26748,59379390
2019,MN,Total Electric Power Industry,Coal,25175764,18886,17620,17804486
2019,MN,Total Electric Power Industry,Natural Gas,4012137,16,3486,12607086
2019,MN,Total Electric Power Industry,Other Biomass,0,75,1706,350844
2019,MN,Total Electric Power Industry,Other,573332,168,1404,354907
2019,MN,Total Electric Power Industry,Petroleum,43892,25,131,50645
2019,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,0,4824,2401,837138
2019,MO,Total Electric Power Industry,Total,65623292,93747,47936,78278751
2019,MO,Total Electric Power Industry,Coal,61878786,93665,44562,55686285
2019,MO,Total Electric Power Industry,Natural Gas,3648887,12,2309,7674804
2019,MO,Total Electric Power Industry,Other Biomass,0,0,786,76243
2019,MO,Total Electric Power Industry,Other,722,2,1,89
2019,MO,Total Electric Power Industry,Petroleum,94897,52,213,97145
2019,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,0,16,65,43908
2019,MS,Total Electric Power Industry,Total,26156997,11917,15269,65958760
2019,MS,Total Electric Power Industry,Coal,5678878,2806,3083,4414340
2019,MS,Total Electric Power Industry,Natural Gas,20450460,86,9682,48780505
2019,MS,Total Electric Power Industry,Other Biomass,0,1,138,16978
2019,MS,Total Electric Power Industry,Petroleum,27659,14,16,13703
2019,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,0,9010,2350,1378380
2019,MT,Total Electric Power Industry,Total,15613538,10810,16468,27797079
2019,MT,Total Electric Power Industry,Coal,14551531,8184,13338,14100662
2019,MT,Total Electric Power Industry,Natural Gas,316796,1,1653,507213
2019,MT,Total Electric Power Industry,Other Gases,0,0,832,10028
2019,MT,Total Electric Power Industry,Petroleum,745211,2616,569,464604
2019,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,0,9,76,20140
2019,NC,Total Electric Power Industry,Total,49642412,36958,49257,131173861
2019,NC,Total Electric Power Industry,Coal,30126696,19368,26024,30672101
2019,NC,Total Electric Power Industry,Natural Gas,18480642,58,12641,41146865
2019,NC,Total Electric Power Industry,Other Biomass,0,91,4430,671059
2019,NC,Total Electric Power Industry,Other,456618,4414,673,537775
2019,NC,Total Electric Power Industry,Petroleum,578456,728,1228,192132
2019,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,0,12299,4261,1878101
2019,ND,Total Electric Power Industry,Total,31281838,37333,32026,41147324
2019,ND,Total Electric Power Industry,Coal,30620142,37261,31279,25151437
2019,ND,Total Electric Power Industry,Natural Gas,621265,2,253,1470585
2019,ND,Total Electric Power Industry,Other Biomass,0,0,3,185
2019,ND,Total Electric Power Industry,Other Gases,0,2,465,49647
2019,ND,Total Electric Power Industry,Other,7897,58,14,49566
2019,ND,Total Electric Power Industry,Petroleum,32534,10,12,33587
2019,NE,Total Electric Power Industry,Total,25524651,54403,21980,37297615
2019,NE,Total Electric Power Industry,Coal,24990638,54380,20238,20385423
2019,NE,Total Electric Power Industry,Natural Gas,519444,2,621,1276856
2019,NE,Total Electric Power Industry,Other Biomass,0,0,991,84518
2019,NE,Total Electric Power Industry,Petroleum,14569,21,130,16168
2019,NH,Total Electric Power Industry,Total,2190563,1348,2500,18026595
2019,NH,Total Electric Power Industry,Coal,727561,718,896,343015
2019,NH,Total Electric Power Industry,Natural Gas,1203278,4,192,3582516
2019,NH,Total Electric Power Industry,Other Biomass,0,0,417,133286
2019,NH,Total Electric Power Industry,Other,82837,4,238,54639
2019,NH,Total Electric Power Industry,Petroleum,176887,455,230,30090
2019,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,0,167,527,1080678
2019,NJ,Total Electric Power Industry,Total,18911748,3070,10073,71018774
2019,NJ,Total Electric Power Industry,Coal,1561093,1212,991,1041529
2019,NJ,Total Electric Power Industry,Natural Gas,16175122,44,3948,40449133
2019,NJ,Total Electric Power Industry,Other Biomass,0,2,3202,796907
2019,NJ,Total Electric Power Industry,Other Gases,0,3,206,216377
2019,NJ,Total Electric Power Industry,Other,898864,589,1511,615725
2019,NJ,Total Electric Power Industry,Petroleum,276669,1220,215,142423
2019,NM,Total Electric Power Industry,Total,18442013,3181,16168,35174510
2019,NM,Total Electric Power Industry,Coal,12919732,3159,12319,14691665
2019,NM,Total Electric Power Industry,Geothermal,346,0,0,58102
2019,NM,Total Electric Power Industry,Natural Gas,5504668,21,3506,11803192
2019,NM,Total Electric Power Industry,Other Biomass,0,0,337,22582
2019,NM,Total Electric Power Industry,Petroleum,17267,1,6,183601
2019,NV,Total Electric Power Industry,Total,14004743,3040,10200,39889660
2019,NV,Total Electric Power Industry,Coal,2710334,2979,2552,2735457
2019,NV,Total Electric Power Industry,Geothermal,91073,0,0,3909124
2019,NV,Total Electric Power Industry,Natural Gas,11194278,55,7292,25774966
2019,NV,Total Electric Power Industry,Other Biomass,0,0,351,54282
2019,NV,Total Electric Power Industry,Petroleum,9058,6,5,12345
2019,NY,Total Electric Power Industry,Total,27936389,10745,28936,131603289
2019,NY,Total Electric Power Industry,Coal,683305,2633,555,421951
2019,NY,Total Electric Power Industry,Natural Gas,24234985,90,12861,47612134
2019,NY,Total Electric Power Industry,Other Biomass,0,1,9113,1473751
2019,NY,Total Electric Power Industry,Other,1669030,961,3888,959727
2019,NY,Total Electric Power Industry,Petroleum,1349069,2665,1664,511768
2019,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,0,4395,855,472434
2019,OH,Total Electric Power Industry,Total,78051144,105516,60606,120001126
2019,OH,Total Electric Power Industry,Coal,56409083,78252,43337,46764529
2019,OH,Total Electric Power Industry,Natural Gas,18887827,94,3832,51325454
2019,OH,Total Electric Power Industry,Other Biomass,0,2,6803,444247
2019,OH,Total Electric Power Industry,Other Gases,0,15,3628,775505
2019,OH,Total Electric Power Industry,Other,36017,349,3,8172
2019,OH,Total Electric Power Industry,Petroleum,2718217,25256,2907,844494
2019,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,0,1548,96,241053
2019,OK,Total Electric Power Industry,Total,34476191,32176,24012,85216501
2019,OK,Total Electric Power Industry,Coal,16321863,28912,11672,7826057
2019,OK,Total Electric Power Industry,Natural Gas,17954943,89,11088,44187963
2019,OK,Total Electric Power Industry,Other Biomass,0,14,383,74815
2019,OK,Total Electric Power Industry,Other,185146,10,178,7416
2019,OK,Total Electric Power Industry,Petroleum,14239,22,21,17504
2019,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,0,3129,670,235821
2019,OR,Total Electric Power Industry,Total,8799510,6039,11810,62258378
2019,OR,Total Electric Power Industry,Coal,1506082,2090,1505,2569160
2019,OR,Total Electric Power Industry,Geothermal,4636,0,0,185456
2019,OR,Total Electric Power Industry,Natural Gas,7218889,52,4551,20932334
2019,OR,Total Electric Power Industry,Other Biomass,0,1,4226,324451
2019,OR,Total Electric Power Industry,Other,66195,17,62,35771
2019,OR,Total Electric Power Industry,Petroleum,3708,4,1,6623
2019,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,0,3875,1465,637354
