year,state,producer type,energy source,CO2 (MT),SO2 (MT),NOx (MT),generation(mwH)
2010,AK,Total Electric Power Industry,Total,4240355,3710,16855,6759576
2010,AK,Total Electric Power Industry,Coal,1333944,2293,2742,620443
2010,AK,Total Electric Power Industry,Natural Gas,2077696,10,5794,3750024
2010,AK,Total Electric Power Industry,Other Biomass,0,38,5,6304
2010,AK,Total Electric Power Industry,Petroleum,828715,1369,8314,937056
2010,AL,Total Electric Power Industry,Total,69238676,284909,52587,152150512
2010,AL,Total Electric Power Industry,Coal,55268174,261506,40834,63050411
2010,AL,Total Electric Power Industry,Natural Gas,13354283,68,6998,39235017
2010,AL,Total Electric Power Industry,Other Gases,0,15,322,276725
2010,AL,Total Electric Power Industry,Other Biomass,0,39,46,11533
2010,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,22338,3770,2365453
2010,AL,Total Electric Power Industry,Other,22201,22,191,366444
2010,AL,Total Electric Power Industry,Petroleum,594018,921,426,199854
2010,AR,Total Electric Power Industry,Total,30427300,75326,37075,61000185
2010,AR,Total Electric Power Industry,Coal,25220706,61880,29983,28152445
2010,AR,Total Electric Power Industry,Natural Gas,5034185,25,2227,12469077
2010,AR,Total Electric Power Industry,Other Biomass,0,55,556,56959
2010,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,0,12194,4084,1566984
2010,AR,Total Electric Power Industry,Other,79935,695,120,28421
2010,AR,Total Electric Power Industry,Petroleum,92474,477,105,45179
2010,AZ,Total Electric Power Industry,Total,53523638,32883,61622,111750957
2010,AZ,Total Electric Power Industry,Coal,39202857,32786,57684,43643807
2010,AZ,Total Electric Power Industry,Natural Gas,14269696,73,3360,29675942
2010,AZ,Total Electric Power Industry,Other Biomass,0,0,332,28411
2010,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,0,19,194,139826
2010,AZ,Total Electric Power Industry,Other,0,0,1,14742
2010,AZ,Total Electric Power Industry,Petroleum,51085,5,51,66434
2010,CA,Total Electric Power Industry,Total,59427649,2949,83201,204125596
2010,CA,Total Electric Power Industry,Coal,3364815,1529,2698,2100221
2010,CA,Total Electric Power Industry,Geothermal,330203,0,0,12600098
2010,CA,Total Electric Power Industry,Natural Gas,53563581,318,54657,107522313
2010,CA,Total Electric Power Industry,Other Gases,425,5,1861,1694641
2010,CA,Total Electric Power Industry,Other Biomass,0,31,17941,2450783
2010,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,429,3093,3550877
2010,CA,Total Electric Power Industry,Other,340616,39,1264,839048
2010,CA,Total Electric Power Industry,Petroleum,1828009,598,1687,1059289
2010,CO,Total Electric Power Industry,Total,38988708,43184,54296,50720792
2010,CO,Total Electric Power Industry,Coal,32622219,43151,47978,34559290
2010,CO,Total Electric Power Industry,Natural Gas,6352590,28,5817,11062275
2010,CO,Total Electric Power Industry,Other Biomass,0,0,432,57979
2010,CO,Total Electric Power Industry,Petroleum,13899,5,69,17482
2010,CT,Total Electric Power Industry,Total,8046088,1862,6483,33349623
2010,CT,Total Electric Power Industry,Coal,2489432,1191,1158,2604399
2010,CT,Total Electric Power Industry,Natural Gas,4120233,17,1046,11715672
2010,CT,Total Electric Power Industry,Other Biomass,0,0,401,739246
2010,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0,1,414
2010,CT,Total Electric Power Industry,Other,1134928,178,3544,716561
2010,CT,Total Electric Power Industry,Petroleum,301495,476,333,408932
2010,DC,Total Electric Power Industry,Total,35752,284,130,199858
2010,DC,Total Electric Power Industry,Petroleum,35752,284,130,199858
2010,DE,Total Electric Power Industry,Total,4143250,15699,5814,5627645
2010,DE,Total Electric Power Industry,Coal,3163328,15557,3714,2568370
2010,DE,Total Electric Power Industry,Natural Gas,676159,1,357,2864983
2010,DE,Total Electric Power Industry,Other Gases,0,6,704,0
2010,DE,Total Electric Power Industry,Other Biomass,0,0,566,135641
2010,DE,Total Electric Power Industry,Other,0,0,54,0
2010,DE,Total Electric Power Industry,Petroleum,303763,135,419,56095
2010,FL,Total Electric Power Industry,Total,114853697,219347,115829,229095935
2010,FL,Total Electric Power Industry,Coal,52916719,159909,56060,59897433
2010,FL,Total Electric Power Industry,Natural Gas,50819580,286,31067,128634251
2010,FL,Total Electric Power Industry,Other Gases,24,7,1221,8075
2010,FL,Total Electric Power Industry,Other Biomass,0,125,4574,2387416
2010,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,14867,6145,2018868
2010,FL,Total Electric Power Industry,Other,2404311,1235,8752,2833559
2010,FL,Total Electric Power Industry,Petroleum,8713063,42918,8010,9122497
2010,GA,Total Electric Power Industry,Total,77022270,294594,73879,137576941
2010,GA,Total Electric Power Industry,Coal,67454097,246573,54448,73298042
2010,GA,Total Electric Power Industry,Natural Gas,8357250,41,6551,23884457
2010,GA,Total Electric Power Industry,Other Biomass,0,19,771,127001
2010,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,23594,8877,3053562
2010,GA,Total Electric Power Industry,Other,66092,220,58,17536
2010,GA,Total Electric Power Industry,Petroleum,1144831,24147,3174,640563
2010,HI,Total Electric Power Industry,Total,8661378,22280,22440,10836036
2010,HI,Total Electric Power Industry,Coal,1578212,1509,1370,1545513
2010,HI,Total Electric Power Industry,Geothermal,4306,0,0,200595
2010,HI,Total Electric Power Industry,Other Gases,0,0,32,21915
2010,HI,Total Electric Power Industry,Other Biomass,0,71,438,283474
2010,HI,Total Electric Power Industry,Other,242064,39,989,363880
2010,HI,Total Electric Power Industry,Petroleum,6836796,20661,19611,8087337
2010,IA,Total Electric Power Industry,Total,42977893,92180,45095,57508721
2010,IA,Total Electric Power Industry,Coal,42155400,90089,42560,41282937
2010,IA,Total Electric Power Industry,Natural Gas,713018,2,650,1312195
2010,IA,Total Electric Power Industry,Other Biomass,0,9,1579,190146
2010,IA,Total Electric Power Industry,Petroleum,109475,2080,306,154297
2010,ID,Total Electric Power Industry,Total,1024183,4622,2013,12024564
2010,ID,Total Electric Power Industry,Coal,241726,1454,606,88278
2010,ID,Total Electric Power Industry,Geothermal,1951,0,0,71841
2010,ID,Total Electric Power Industry,Natural Gas,780471,2,472,1689232
2010,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,0,3166,934,477841
2010,ID,Total Electric Power Industry,Petroleum,35,0,1,74
2010,IL,Total Electric Power Industry,Total,98974783,237489,77894,201351872
2010,IL,Total Electric Power Industry,Coal,96188306,237314,69903,93611365
2010,IL,Total Electric Power Industry,Natural Gas,2628607,9,1606,5723733
2010,IL,Total Electric Power Industry,Other Gases,0,1,1,160645
2010,IL,Total Electric Power Industry,Other Biomass,0,1,6219,670260
2010,IL,Total Electric Power Industry,Other,59874,81,67,300095
2010,IL,Total Electric Power Industry,Petroleum,97996,83,98,109744
2010,IN,Total Electric Power Industry,Total,111112991,383580,110914,125180739
2010,IN,Total Electric Power Industry,Coal,107758046,383161,103597,112327658
2010,IN,Total Electric Power Industry,Natural Gas,2860010,12,1620,6474986
2010,IN,Total Electric Power Industry,Other Gases,0,109,2423,2144140
2010,IN,Total Electric Power Industry,Other Biomass,0,0,3088,311623
2010,IN,Total Electric Power Industry,Other,340093,25,73,380021
2010,IN,Total Electric Power Industry,Petroleum,154842,273,113,154555
2010,KS,Total Electric Power Industry,Total,36207066,46772,45814,47923762
2010,KS,Total Electric Power Industry,Coal,34334326,45568,40386,32505053
2010,KS,Total Electric Power Industry,Natural Gas,1725027,5,4986,2287323
2010,KS,Total Electric Power Industry,Petroleum,147713,1199,442,103110
2010,KY,Total Electric Power Industry,Total,86155115,232401,73900,98217658
2010,KY,Total Electric Power Industry,Coal,83213005,224824,69975,91053858
2010,KY,Total Electric Power Industry,Natural Gas,650517,2,780,1840708
2010,KY,Total Electric Power Industry,Other Gases,2946,0,1,2662
2010,KY,Total Electric Power Industry,Other Biomass,0,64,1020,90803
2010,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,0,3708,1216,349071
2010,KY,Total Electric Power Industry,Other,11714,9,13,15457
2010,KY,Total Electric Power Industry,Petroleum,2276933,3794,895,2284852
2010,LA,Total Electric Power Industry,Total,53225974,97719,69175,102884940
2010,LA,Total Electric Power Industry,Coal,24524555,58139,21277,23923749
2010,LA,Total Electric Power Industry,Natural Gas,25859729,124,37103,51344079
2010,LA,Total Electric Power Industry,Other Gases,0,18,2508,1561160
2010,LA,Total Electric Power Industry,Other Biomass,0,24,370,74367
2010,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,12838,5346,2393409
2010,LA,Total Electric Power Industry,Other,100715,1050,328,559192
2010,LA,Total Electric Power Industry,Petroleum,2740975,25526,2243,3280844
2010,MA,Total Electric Power Industry,Total,19683325,33432,16661,42804824
2010,MA,Total Electric Power Industry,Coal,8581169,30457,6440,8305890
2010,MA,Total Electric Power Industry,Natural Gas,8895939,42,2741,25581752
2010,MA,Total Electric Power Industry,Other Biomass,0,0,1423,1125326
2010,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,23,98,125412
2010,MA,Total Electric Power Industry,Other,1307173,121,5119,770629
2010,MA,Total Electric Power Industry,Petroleum,899044,2789,840,295736
2010,MD,Total Electric Power Industry,Total,25659043,197131,23400,43607264
2010,MD,Total Electric Power Industry,Coal,23650343,194250,17152,23668205
2010,MD,Total Electric Power Industry,Natural Gas,1131864,5,1890,2896979
2010,MD,Total Electric Power Industry,Other Gases,0,21,540,214727
2010,MD,Total Electric Power Industry,Other Biomass,0,0,872,407403
2010,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,0,1895,744,164688
2010,MD,Total Electric Power Industry,Other,564805,51,1570,269906
2010,MD,Total Electric Power Industry,Petroleum,312031,909,632,322438
2010,ME,Total Electric Power Industry,Total,4714269,32926,12397,17018660
2010,ME,Total Electric Power Industry,Coal,156541,432,227,87193
2010,ME,Total Electric Power Industry,Natural Gas,3201528,13,454,8373606
2010,ME,Total Electric Power Industry,Other Biomass,0,83,345,263508
2010,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,0,27917,9043,3389577
2010,ME,Total Electric Power Industry,Other,642541,502,1457,322896
2010,ME,Total Electric Power Industry,Petroleum,713659,3979,871,272300
2010,MI,Total Electric Power Industry,Total,73588661,288419,91266,111551371
2010,MI,Total Electric Power Industry,Coal,67345059,266987,74974,65604374
2010,MI,Total Electric Power Industry,Natural Gas,4789488,44,3527,12249262
2010,MI,Total Electric Power Industry,Other Gases,0,154,47,299005
2010,MI,Total Electric Power Industry,Other Biomass,0,56,6024,802376
2010,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,0,4300,2548,1669736
2010,MI,Total Electric Power Industry,Other,651117,1836,2040,331677
2010,MI,Total Electric Power Industry,Petroleum,802997,15042,2106,382028
2010,MN,Total Electric Power Industry,Total,33688934,64770,49208,53670227
2010,MN,Total Electric Power Industry,Coal,31566660,60044,41123,28082550
2010,MN,Total Electric Power Industry,Natural Gas,1569863,28,2145,4340847
2010,MN,Total Electric Power Industry,Other Gases,0,0,662,0
2010,MN,Total Electric Power Industry,Other Biomass,0,229,1119,915352
2010,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,0,4224,2459,932558
2010,MN,Total Electric Power Industry,Other,481648,146,1501,257686
2010,MN,Total Electric Power Industry,Petroleum,70763,99,199,31056
2010,MO,Total Electric Power Industry,Total,74715725,235573,51561,92312989
2010,MO,Total Electric Power Industry,Coal,72958281,234077,49573,75047229
2010,MO,Total Electric Power Industry,Natural Gas,1618050,6,1171,4689867
2010,MO,Total Electric Power Industry,Other Gases,4460,0,1,6990
2010,MO,Total Electric Power Industry,Other Biomass,0,0,564,61988
2010,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,0,1,9,119
2010,MO,Total Electric Power Industry,Other,33426,418,62,32347
2010,MO,Total Electric Power Industry,Petroleum,101508,1071,181,125894
2010,MS,Total Electric Power Industry,Total,23480603,45406,27458,54487260
2010,MS,Total Electric Power Industry,Coal,13228234,36401,15502,13628997
2010,MS,Total Electric Power Industry,Natural Gas,10180345,55,9321,29618922
2010,MS,Total Electric Power Industry,Other Gases,6116,0,46,1635
2010,MS,Total Electric Power Industry,Other Biomass,0,1,8,991
2010,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,0,8476,2467,1503279
2010,MS,Total Electric Power Industry,Other,41038,428,88,8696
2010,MS,Total Electric Power Industry,Petroleum,24870,45,26,81500
2010,MT,Total Electric Power Industry,Total,17548159,22793,20534,29791181
2010,MT,Total Electric Power Industry,Coal,16667650,18789,18725,18600634
2010,MT,Total Electric Power Industry,Natural Gas,62236,0,824,57112
2010,MT,Total Electric Power Industry,Other Gases,0,0,3,1899
2010,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,0,1181,581,96924
2010,MT,Total Electric Power Industry,Petroleum,818273,2823,401,408501
2010,NC,Total Electric Power Industry,Total,64845048,126172,44247,128678483
2010,NC,Total Electric Power Industry,Coal,62208579,112227,38686,71951214
2010,NC,Total Electric Power Industry,Natural Gas,2158813,8,1142,8447237
2010,NC,Total Electric Power Industry,Other Biomass,0,13,1017,195310
2010,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,0,11766,2615,1876492
2010,NC,Total Electric Power Industry,Other,59245,1355,237,407440
2010,NC,Total Electric Power Industry,Petroleum,418411,803,550,293373
2010,ND,Total Electric Power Industry,Total,32608448,120594,58995,34739542
2010,ND,Total Electric Power Industry,Coal,32502237,120524,58606,28462040
2010,ND,Total Electric Power Industry,Natural Gas,54361,0,119,16353
2010,ND,Total Electric Power Industry,Other Gases,0,1,196,35536
2010,ND,Total Electric Power Industry,Other Biomass,0,1,16,12387
2010,ND,Total Electric Power Industry,Petroleum,51850,68,58,38220
2010,NE,Total Electric Power Industry,Total,23899471,69984,44103,36630006
2010,NE,Total Electric Power Industry,Coal,23703638,69974,42911,23362776
2010,NE,Total Electric Power Industry,Natural Gas,176746,0,173,375035
2010,NE,Total Electric Power Industry,Other Biomass,0,0,959,71508
2010,NE,Total Electric Power Industry,Petroleum,19087,10,60,30849
2010,NH,Total Electric Power Industry,Total,5507060,30702,5488,22195912
2010,NH,Total Electric Power Industry,Coal,3062598,29332,3012,3082643
2010,NH,Total Electric Power Industry,Natural Gas,2110961,10,263,5364836
2010,NH,Total Electric Power Industry,Other Biomass,0,1,736,126772
2010,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,0,156,737,1029758
2010,NH,Total Electric Power Industry,Other,116367,11,317,56896
2010,NH,Total Electric Power Industry,Petroleum,217134,1192,423,71681
2010,NJ,Total Electric Power Industry,Total,16085557,11791,13919,65682494
2010,NJ,Total Electric Power Industry,Coal,5612571,11495,4878,6417891
2010,NJ,Total Electric Power Industry,Natural Gas,9483971,29,3560,24902230
2010,NJ,Total Electric Power Industry,Other Gases,82,2,240,106408
2010,NJ,Total Electric Power Industry,Other Biomass,0,2,1936,816317
2010,NJ,Total Electric Power Industry,Other,738308,83,3119,575255
2010,NJ,Total Electric Power Industry,Petroleum,250625,180,186,235004
2010,NM,Total Electric Power Industry,Total,33502278,17506,61165,36251542
2010,NM,Total Electric Power Industry,Coal,29606452,17484,58426,25617789
2010,NM,Total Electric Power Industry,Natural Gas,3860618,19,2366,8512083
2010,NM,Total Electric Power Industry,Other Biomass,0,0,357,13680
2010,NM,Total Electric Power Industry,Petroleum,35208,3,16,49869
2010,NV,Total Electric Power Industry,Total,18294514,7186,16661,35146248
2010,NV,Total Electric Power Industry,Coal,7620771,7127,9626,6997302
2010,NV,Total Electric Power Industry,Geothermal,41958,0,0,2069730
2010,NV,Total Electric Power Industry,Natural Gas,10618090,54,7012,23688192
2010,NV,Total Electric Power Industry,Other Gases,0,0,6,5652
2010,NV,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0,0,0
2010,NV,Total Electric Power Industry,Petroleum,13695,5,17,11158
2010,NY,Total Electric Power Industry,Total,38130088,58872,44093,136961654
2010,NY,Total Electric Power Industry,Coal,13527983,46506,15283,13582766
2010,NY,Total Electric Power Industry,Natural Gas,20529088,94,10301,48915545
2010,NY,Total Electric Power Industry,Other Biomass,0,1,7318,1671090
2010,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,0,4167,979,547304
2010,NY,Total Electric Power Industry,Other,1714869,324,6079,831851
2010,NY,Total Electric Power Industry,Petroleum,2358148,7780,4133,2004975
2010,OH,Total Electric Power Industry,Total,115065819,624089,110211,143598337
2010,OH,Total Electric Power Industry,Coal,110909771,602970,103433,117828009
2010,OH,Total Electric Power Industry,Natural Gas,2163998,9,889,7127859
2010,OH,Total Electric Power Industry,Other Gases,1946,3,29,254099
2010,OH,Total Electric Power Industry,Other Biomass,0,84,2451,275855
2010,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,0,1916,711,398810
2010,OH,Total Electric Power Industry,Other,28750,345,27,12030
2010,OH,Total Electric Power Industry,Petroleum,1961354,18762,2671,1442424
2010,OK,Total Electric Power Industry,Total,51986033,91731,72664,72250733
2010,OK,Total Electric Power Industry,Coal,35946217,91092,53552,31475137
2010,OK,Total Electric Power Industry,Natural Gas,15946846,77,18055,33941682
2010,OK,Total Electric Power Industry,Other Gases,0,2,516,0
2010,OK,Total Electric Power Industry,Other Biomass,0,1,147,97043
2010,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,0,505,69,254829
2010,OK,Total Electric Power Industry,Other,76023,7,292,0
2010,OK,Total Electric Power Industry,Petroleum,16947,47,33,18089
2010,OR,Total Electric Power Industry,Total,9406039,11922,12605,55126999
2010,OR,Total Electric Power Industry,Coal,3033240,10024,5949,4126435
2010,OR,Total Electric Power Industry,Natural Gas,6290068,57,3958,15651176
2010,OR,Total Electric Power Industry,Other Biomass,0,0,992,204932
2010,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,0,1791,1396,631941
2010,OR,Total Electric Power Industry,Other,71407,7,296,46828
2010,OR,Total Electric Power Industry,Petroleum,11324,43,14,3420
2010,PA,Total Electric Power Industry,Total,116621094,584624,120366,229752306
2010,PA,Total Electric Power Industry,Coal,102205193,576191,105314,110369292
2010,PA,Total Electric Power Industry,Natural Gas,12028681,102,2578,33717608
2010,PA,Total Electric Power Industry,Other Gases,1015,28,537,551509
2010,PA,Total Electric Power Industry,Other Biomass,0,70,3926,1708356
2010,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,3214,905,674878
2010,PA,Total Electric Power Industry,Other,1409807,672,5678,844607
2010,PA,Total Electric Power Industry,Petroleum,976398,4347,1428,571345
2010,RI,Total Electric Power Industry,Total,3181021,155,2855,7738719
2010,RI,Total Electric Power Industry,Natural Gas,3146856,15,794,7583281
2010,RI,Total Electric Power Industry,Other Biomass,0,1,1853,136949
2010,RI,Total Electric Power Industry,Petroleum,34165,139,208,11659
2010,SC,Total Electric Power Industry,Total,38121415,105134,24280,104153133
2010,SC,Total Electric Power Industry,Coal,33114090,94669,19343,37671118
2010,SC,Total Electric Power Industry,Natural Gas,4115200,22,1284,10927237
2010,SC,Total Electric Power Industry,Other Biomass,0,0,1129,130997
2010,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,0,6825,1727,1742067
2010,SC,Total Electric Power Industry,Other,297312,2335,425,61164
2010,SC,Total Electric Power Industry,Petroleum,594813,1283,372,190727
2010,SD,Total Electric Power Industry,Total,3510593,11140,11264,10049636
2010,SD,Total Electric Power Industry,Coal,3423084,10822,11062,3298256
2010,SD,Total Electric Power Industry,Natural Gas,48467,0,41,134706
2010,SD,Total Electric Power Industry,Other Biomass,0,0,2,0
2010,SD,Total Electric Power Industry,Other,28895,314,117,0
2010,SD,Total Electric Power Industry,Petroleum,10147,4,42,6124
2010,TN,Total Electric Power Industry,Total,43457828,124970,30011,82348625
2010,TN,Total Electric Power Industry,Coal,42953850,117939,27976,43670196
2010,TN,Total Electric Power Industry,Natural Gas,336961,1,506,2302384
2010,TN,Total Electric Power Industry,Other Gases,0,0,55,13462
2010,TN,Total Electric Power Industry,Other Biomass,0,131,476,33123
2010,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,0,6717,863,913856
2010,TN,Total Electric Power Industry,Petroleum,167017,182,135,216903
2010,TX,Total Electric Power Industry,Total,242864409,418812,199086,411695046
2010,TX,Total Electric Power Industry,Coal,144008131,406495,101193,150172832
2010,TX,Total Electric Power Industry,Natural Gas,97075020,619,84319,186882238
2010,TX,Total Electric Power Industry,Other Gases,0,79,5492,3290570
2010,TX,Total Electric Power Industry,Other Biomass,0,11,4739,545136
2010,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,0,5861,2308,900074
2010,TX,Total Electric Power Industry,Other,5210,54,34,339017
2010,TX,Total Electric Power Industry,Petroleum,1776048,5693,1001,708481
2010,US,Total Electric Power Industry,Total,2269507628,5970324,2395450,4125059899
2010,US,Total Electric Power Industry,Coal,1781278291,5534651,1768672,1847290279
2010,US,Total Electric Power Industry,Geothermal,385589,0,0,15219213
2010,US,Total Electric Power Industry,Natural Gas,432206349,2421,335569,987697234
2010,US,Total Electric Power Industry,Other Gases,17014,457,19763,11312787
2010,US,Total Electric Power Industry,Other Biomass,0,1434,86451,18917207
2010,US,Total Electric Power Industry,Wood and Wood Derived Fuels,0,208452,71080,37172160
2010,US,Total Electric Power Industry,Other,14146131,13028,47968,12855342
2010,US,Total Electric Power Industry,Petroleum,41474254,209881,65947,37061013
2010,UT,Total Electric Power Industry,Total,36517504,29616,68448,42249355
2010,UT,Total Electric Power Industry,Coal,33576046,29587,66465,34057265
2010,UT,Total Electric Power Industry,Geothermal,7171,0,0,276949
2010,UT,Total Electric Power Industry,Natural Gas,2854770,14,1342,6455396
2010,UT,Total Electric Power Industry,Other Gases,0,0,42,36220
2010,UT,Total Electric Power Industry,Other Biomass,0,0,481,56338
2010,UT,Total Electric Power Industry,Other,52314,4,11,173638
2010,UT,Total Electric Power Industry,Petroleum,27203,11,107,50357
2010,VA,Total Electric Power Industry,Total,36160554,117634,39357,72966456
2010,VA,Total Electric Power Industry,Coal,28714089,101478,27586,25459221
2010,VA,Total Electric Power Industry,Natural Gas,5527889,18,2940,16999125
2010,VA,Total Electric Power Industry,Other Biomass,0,104,2708,815345
2010,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,11771,1625,1404304
2010,VA,Total Electric Power Industry,Other,851019,110,3504,414121
2010,VA,Total Electric Power Industry,Petroleum,1067557,4153,994,1292861
2010,VT,Total Electric Power Industry,Total,6583,38,627,6619990
2010,VT,Total Electric Power Industry,Natural Gas,3404,0,2,3783
2010,VT,Total Electric Power Industry,Other Biomass,0,0,379,25081
2010,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,0,36,222,443366
2010,VT,Total Electric Power Industry,Petroleum,3179,2,24,4509
2010,WA,Total Electric Power Industry,Total,13525800,12643,18293,103472729
2010,WA,Total Electric Power Industry,Coal,8017411,3813,9104,8526933
2010,WA,Total Electric Power Industry,Natural Gas,5226562,42,4246,10359235
2010,WA,Total Electric Power Industry,Other Gases,0,1,359,292019
2010,WA,Total Electric Power Industry,Other Biomass,0,64,816,196370
2010,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,8402,3152,1675915
2010,WA,Total Electric Power Industry,Other,115702,10,424,62259
2010,WA,Total Electric Power Industry,Petroleum,166125,311,192,32476
2010,WI,Total Electric Power Industry,Total,44233260,139466,48535,64314067
2010,WI,Total Electric Power Industry,Coal,40490925,121804,38129,40168733
2010,WI,Total Electric Power Industry,Natural Gas,2577166,13,1335,5496814
2010,WI,Total Electric Power Industry,Other Biomass,0,105,5320,507860
2010,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,0,4155,2162,877632
2010,WI,Total Electric Power Industry,Other,55885,295,68,63454
2010,WI,Total Electric Power Industry,Petroleum,1109284,13094,1521,718302
2010,WV,Total Electric Power Industry,Total,65927761,167273,34677,80788947
2010,WV,Total Electric Power Industry,Coal,65675831,167229,34544,78147563
2010,WV,Total Electric Power Industry,Natural Gas,119837,0,51,139601
2010,WV,Total Electric Power Industry,Other Gases,0,1,39,40075
2010,WV,Total Electric Power Industry,Other,727,7,3,618
2010,WV,Total Electric Power Industry,Petroleum,131366,36,40,154557
2010,WY,Total Electric Power Industry,Total,44683966,76030,65999,48119254
2010,WY,Total Electric Power Industry,Coal,44181780,75999,62905,42986523
2010,WY,Total Electric Power Industry,Natural Gas,460031,2,1129,458983
2010,WY,Total Electric Power Industry,Other Gases,0,4,1880,279065
2010,WY,Total Electric Power Industry,Other,0,0,46,67857
2010,WY,Total Electric Power Industry,Petroleum,42155,25,39,56146
2011,AK,Total Electric Power Industry,Total,4125052,3015,16028,6871032.79
2011,AK,Total Electric Power Industry,Coal,1291924,2187,2735,656385.27
2011,AK,Total Electric Power Industry,Natural Gas,2169448,10,6067,3906432.63
2011,AK,Total Electric Power Industry,Other Biomass,0,35,4,3286.54
2011,AK,Total Electric Power Industry,Petroleum,663680,783,7222,944998.3
2011,AL,Total Electric Power Industry,Total,79374763,217903,66190,156339209.8
2011,AL,Total Electric Power Industry,Coal,62541927,193888,52927,56807353.02
2011,AL,Total Electric Power Industry,Natural Gas,16329231,75,7438,47681053.94
2011,AL,Total Electric Power Industry,Other Biomass,0,36,42,9898.3
2011,AL,Total Electric Power Industry,Other Gases,0,22,562,291534.1
2011,AL,Total Electric Power Industry,Other,7534,8,226,382502.86
2011,AL,Total Electric Power Industry,Petroleum,496071,860,511,120384.03
2011,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,23014,4484,2806763.59
2011,AR,Total Electric Power Industry,Total,34018317,74060,40490,61307535.89
2011,AR,Total Electric Power Industry,Coal,28163162,60813,33162,29418195.45
2011,AR,Total Electric Power Industry,Natural Gas,5722159,29,2524,12946681.84
2011,AR,Total Electric Power Industry,Other Biomass,0,1,591,81008.24
2011,AR,Total Electric Power Industry,Other,88373,768,133,32417.69
2011,AR,Total Electric Power Industry,Petroleum,44623,127,35,55874.22
2011,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,0,12322,4045,1586637.44
2011,AZ,Total Electric Power Industry,Total,55683398,33371,57244,108125356.9
2011,AZ,Total Electric Power Industry,Coal,43469914,33287,53683,43702296.69
2011,AZ,Total Electric Power Industry,Natural Gas,12159737,61,2828,23252699.58
2011,AZ,Total Electric Power Industry,Other Biomass,0,0,501,46833.58
2011,AZ,Total Electric Power Industry,Other,0,0,4,14754.49
2011,AZ,Total Electric Power Industry,Petroleum,53747,5,46,53245.27
2011,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,0,18,182,143625.5
2011,CA,Total Electric Power Industry,Total,55405832,2522,79589,200804842.5
2011,CA,Total Electric Power Industry,Coal,3443662,1618,2728,1982182.39
2011,CA,Total Electric Power Industry,Geothermal,323711,0,0,12552383
2011,CA,Total Electric Power Industry,Natural Gas,50012055,242,51969,88973830.73
2011,CA,Total Electric Power Industry,Other Biomass,0,18,17529,2584692.84
2011,CA,Total Electric Power Industry,Other Gases,388,6,1898,1666987.37
2011,CA,Total Electric Power Industry,Other,346332,41,1261,916924.1
2011,CA,Total Electric Power Industry,Petroleum,1279684,194,1334,910571.56
2011,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,403,2870,3444683.22
2011,CO,Total Electric Power Industry,Total,40498764,44876,55063,51432554.29
2011,CO,Total Electric Power Industry,Coal,35406331,44845,49367,33954686.58
2011,CO,Total Electric Power Industry,Natural Gas,5072550,24,5175,10186303.26
2011,CO,Total Electric Power Industry,Other Biomass,0,0,436,61520.07
2011,CO,Total Electric Power Industry,Petroleum,19883,7,83,22218.41
2011,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0,2,172.13
2011,CT,Total Electric Power Industry,Total,9201364,2032,7092,33745220.61
2011,CT,Total Electric Power Industry,Coal,2728778,1189,1283,525806.54
