state,description,emission,year
Alabama,FUEL COMB. ELEC. UTIL.,0.505945589,2010
Alabama,FUEL COMB. ELEC. UTIL.,78.87946547,2010
Alabama,FUEL COMB. ELEC. UTIL.,6.615406896,2010
Alabama,FUEL COMB. ELEC. UTIL.,4.175900617,2010
Alabama,FUEL COMB. ELEC. UTIL.,239.955174,2010
Alabama,FUEL COMB. ELEC. UTIL.,1.297059847,2010
Alabama,FUEL COMB. ELEC. UTIL.,10.4941125,2010
Alabama,FUEL COMB. INDUSTRIAL,22.84104926,2010
Alabama,FUEL COMB. INDUSTRIAL,1.745672227,2010
Alabama,FUEL COMB. INDUSTRIAL,19.00132115,2010
Alabama,FUEL COMB. INDUSTRIAL,3.435813767,2010
Alabama,FUEL COMB. INDUSTRIAL,3.855759924,2010
Alabama,FUEL COMB. INDUSTRIAL,0.090619737,2010
Alabama,FUEL COMB. INDUSTRIAL,33.7031697,2010
Alabama,FUEL COMB. OTHER,1.558044137,2010
Alabama,FUEL COMB. OTHER,1.547882178,2010
Alabama,FUEL COMB. OTHER,0.569577921,2010
Alabama,FUEL COMB. OTHER,11.75324656,2010
Alabama,FUEL COMB. OTHER,0.471251021,2010
Alabama,FUEL COMB. OTHER,2.014231387,2010
Alabama,FUEL COMB. OTHER,4.272421479,2010
Alabama,CHEMICAL & ALLIED PRODUCT MFG,7.061890133,2010
Alabama,CHEMICAL & ALLIED PRODUCT MFG,1.572070448,2010
Alabama,CHEMICAL & ALLIED PRODUCT MFG,0.591271253,2010
Alabama,CHEMICAL & ALLIED PRODUCT MFG,0.685313409,2010
Alabama,CHEMICAL & ALLIED PRODUCT MFG,1.995565229,2010
Alabama,CHEMICAL & ALLIED PRODUCT MFG,0.13202,2010
Alabama,CHEMICAL & ALLIED PRODUCT MFG,2.429740967,2010
Alabama,METALS PROCESSING,0.052566453,2010
Alabama,METALS PROCESSING,6.243629819,2010
Alabama,METALS PROCESSING,6.007603986,2010
Alabama,METALS PROCESSING,5.222405791,2010
Alabama,METALS PROCESSING,13.32309159,2010
Alabama,METALS PROCESSING,1.898757471,2010
Alabama,METALS PROCESSING,14.28719843,2010
Alabama,PETROLEUM & RELATED INDUSTRIES,0.284987487,2010
Alabama,PETROLEUM & RELATED INDUSTRIES,0.266508605,2010
Alabama,PETROLEUM & RELATED INDUSTRIES,18.38874119,2010
Alabama,PETROLEUM & RELATED INDUSTRIES,10.39123516,2010
Alabama,PETROLEUM & RELATED INDUSTRIES,0.001933333,2010
Alabama,PETROLEUM & RELATED INDUSTRIES,15.4415967,2010
Alabama,PETROLEUM & RELATED INDUSTRIES,7.654848881,2010
Alabama,OTHER INDUSTRIAL PROCESSES,10.80325435,2010
Alabama,OTHER INDUSTRIAL PROCESSES,15.71154139,2010
Alabama,OTHER INDUSTRIAL PROCESSES,10.59914805,2010
Alabama,OTHER INDUSTRIAL PROCESSES,20.82775401,2010
Alabama,OTHER INDUSTRIAL PROCESSES,23.18586339,2010
Alabama,OTHER INDUSTRIAL PROCESSES,1.481511279,2010
Alabama,OTHER INDUSTRIAL PROCESSES,29.98684703,2010
Alabama,SOLVENT UTILIZATION,0.000806667,2010
Alabama,SOLVENT UTILIZATION,0.113051273,2010
Alabama,SOLVENT UTILIZATION,0.088057838,2010
Alabama,SOLVENT UTILIZATION,0.070514943,2010
Alabama,SOLVENT UTILIZATION,0.000550203,2010
Alabama,SOLVENT UTILIZATION,47.67990568,2010
Alabama,SOLVENT UTILIZATION,0.126594537,2010
Alabama,STORAGE & TRANSPORT,0.060060283,2010
Alabama,STORAGE & TRANSPORT,0.003774403,2010
Alabama,STORAGE & TRANSPORT,22.9352372,2010
Alabama,STORAGE & TRANSPORT,0.000116667,2010
Alabama,STORAGE & TRANSPORT,0.063951217,2010
Alabama,STORAGE & TRANSPORT,1.017865137,2010
Alabama,STORAGE & TRANSPORT,0.761817934,2010
Alabama,WASTE DISPOSAL & RECYCLING,3.704846722,2010
Alabama,WASTE DISPOSAL & RECYCLING,46.54530829,2010
Alabama,WASTE DISPOSAL & RECYCLING,0.118288105,2010
Alabama,WASTE DISPOSAL & RECYCLING,1.833027411,2010
Alabama,WASTE DISPOSAL & RECYCLING,7.553890659,2010
Alabama,WASTE DISPOSAL & RECYCLING,6.053846193,2010
Alabama,WASTE DISPOSAL & RECYCLING,0.140348251,2010
Alabama,HIGHWAY VEHICLES,64.95015499,2010
Alabama,HIGHWAY VEHICLES,0.756150703,2010
Alabama,HIGHWAY VEHICLES,4.011833959,2010
Alabama,HIGHWAY VEHICLES,5.702423223,2010
Alabama,HIGHWAY VEHICLES,129.8822386,2010
Alabama,HIGHWAY VEHICLES,600.8127221,2010
Alabama,HIGHWAY VEHICLES,2.534809199,2010
Alabama,OFF-HIGHWAY,3.63670164,2010
Alabama,OFF-HIGHWAY,0.046379663,2010
Alabama,OFF-HIGHWAY,45.97355332,2010
Alabama,OFF-HIGHWAY,1.871219293,2010
Alabama,OFF-HIGHWAY,60.07972638,2010
Alabama,OFF-HIGHWAY,269.20328,2010
Alabama,OFF-HIGHWAY,4.015839735,2010
Alabama,MISCELLANEOUS,4.099878217,2010
Alabama,MISCELLANEOUS,60.61030728,2010
Alabama,MISCELLANEOUS,0.174325282,2010
Alabama,MISCELLANEOUS,295.6717949,2010
Alabama,MISCELLANEOUS,38.5999633,2010
Alabama,MISCELLANEOUS,0.052539582,2010
Alabama,MISCELLANEOUS,0.318688378,2010
Alabama,WILDFIRES,0.05647215,2010
Alabama,WILDFIRES,0.138642802,2010
Alabama,WILDFIRES,8.475293,2010
Alabama,WILDFIRES,0.8410987,2010
Alabama,WILDFIRES,0.09203358,2010
Alabama,WILDFIRES,1.99299135,2010
Alabama,WILDFIRES,0.71279493,2010
Alabama,PRESCRIBED FIRES,5.777439835,2010
Alabama,PRESCRIBED FIRES,149.2016526,2010
Alabama,PRESCRIBED FIRES,10.37924939,2010
Alabama,PRESCRIBED FIRES,56.78006004,2010
Alabama,PRESCRIBED FIRES,12.02558392,2010
Alabama,PRESCRIBED FIRES,67.00045921,2010
Alabama,PRESCRIBED FIRES,628.3097441,2010
Alaska,FUEL COMB. ELEC. UTIL.,3.008517333,2010
Alaska,FUEL COMB. ELEC. UTIL.,0.751263442,2010
Alaska,FUEL COMB. ELEC. UTIL.,0.828297177,2010
Alaska,FUEL COMB. ELEC. UTIL.,24.05311,2010
Alaska,FUEL COMB. ELEC. UTIL.,0.065786667,2010
Alaska,FUEL COMB. ELEC. UTIL.,5.346653333,2010
Alaska,FUEL COMB. ELEC. UTIL.,0.854856667,2010
Alaska,FUEL COMB. INDUSTRIAL,0.008276929,2010
Alaska,FUEL COMB. INDUSTRIAL,1.071225392,2010
Alaska,FUEL COMB. INDUSTRIAL,2.12417188,2010
Alaska,FUEL COMB. INDUSTRIAL,1.285917647,2010
Alaska,FUEL COMB. INDUSTRIAL,42.94984387,2010
Alaska,FUEL COMB. INDUSTRIAL,11.52253914,2010
Alaska,FUEL COMB. INDUSTRIAL,1.32047935,2010
Alaska,FUEL COMB. OTHER,0.344828292,2010
Alaska,FUEL COMB. OTHER,1.478858797,2010
Alaska,FUEL COMB. OTHER,2.180683994,2010
Alaska,FUEL COMB. OTHER,1.128138126,2010
Alaska,FUEL COMB. OTHER,2.924702822,2010
Alaska,FUEL COMB. OTHER,14.89611891,2010
Alaska,FUEL COMB. OTHER,1.219366204,2010
Alaska,CHEMICAL & ALLIED PRODUCT MFG,0,2010
Alaska,CHEMICAL & ALLIED PRODUCT MFG,0,2010
Alaska,CHEMICAL & ALLIED PRODUCT MFG,0,2010
Alaska,CHEMICAL & ALLIED PRODUCT MFG,0.011383333,2010
Alaska,CHEMICAL & ALLIED PRODUCT MFG,0.00217,2010
Alaska,CHEMICAL & ALLIED PRODUCT MFG,0.00018,2010
Alaska,CHEMICAL & ALLIED PRODUCT MFG,0.00007,2010
Alaska,METALS PROCESSING,0,2010
Alaska,METALS PROCESSING,0,2010
Alaska,METALS PROCESSING,0.014653333,2010
Alaska,METALS PROCESSING,0.013929731,2010
Alaska,METALS PROCESSING,0,2010
Alaska,METALS PROCESSING,0,2010
Alaska,METALS PROCESSING,,2010
Alaska,PETROLEUM & RELATED INDUSTRIES,0.266497635,2010
Alaska,PETROLEUM & RELATED INDUSTRIES,2.556218076,2010
Alaska,PETROLEUM & RELATED INDUSTRIES,3.33333E-05,2010
Alaska,PETROLEUM & RELATED INDUSTRIES,1.327741844,2010
Alaska,PETROLEUM & RELATED INDUSTRIES,0.096061485,2010
Alaska,PETROLEUM & RELATED INDUSTRIES,86.42485313,2010
Alaska,PETROLEUM & RELATED INDUSTRIES,0.098836731,2010
Alaska,OTHER INDUSTRIAL PROCESSES,0.102019425,2010
Alaska,OTHER INDUSTRIAL PROCESSES,0.078104965,2010
Alaska,OTHER INDUSTRIAL PROCESSES,0.018393333,2010
Alaska,OTHER INDUSTRIAL PROCESSES,1.086190944,2010
Alaska,OTHER INDUSTRIAL PROCESSES,5.725972151,2010
Alaska,OTHER INDUSTRIAL PROCESSES,0.060856667,2010
Alaska,OTHER INDUSTRIAL PROCESSES,0.00028,2010
Alaska,SOLVENT UTILIZATION,4.466149724,2010
Alaska,SOLVENT UTILIZATION,7.74468E-05,2010
Alaska,SOLVENT UTILIZATION,9.33333E-05,2010
Alaska,STORAGE & TRANSPORT,0.00015,2010
Alaska,STORAGE & TRANSPORT,4.925923917,2010
Alaska,STORAGE & TRANSPORT,0.008535843,2010
Alaska,STORAGE & TRANSPORT,0.005006667,2010
Alaska,STORAGE & TRANSPORT,0.00206,2010
Alaska,STORAGE & TRANSPORT,0,2010
Alaska,STORAGE & TRANSPORT,0.013910347,2010
Alaska,WASTE DISPOSAL & RECYCLING,0.125591231,2010
Alaska,WASTE DISPOSAL & RECYCLING,0.002927099,2010
Alaska,WASTE DISPOSAL & RECYCLING,0.516936542,2010
Alaska,WASTE DISPOSAL & RECYCLING,1.170183457,2010
Alaska,WASTE DISPOSAL & RECYCLING,0.470599388,2010
Alaska,WASTE DISPOSAL & RECYCLING,0.247544631,2010
Alaska,WASTE DISPOSAL & RECYCLING,0.026038251,2010
Alaska,HIGHWAY VEHICLES,0.882854252,2010
Alaska,HIGHWAY VEHICLES,156.7191285,2010
Alaska,HIGHWAY VEHICLES,15.05471525,2010
Alaska,HIGHWAY VEHICLES,1.038240611,2010
Alaska,HIGHWAY VEHICLES,8.743104182,2010
Alaska,HIGHWAY VEHICLES,0.21168633,2010
Alaska,HIGHWAY VEHICLES,0.196955203,2010
Alaska,OFF-HIGHWAY,18.82528555,2010
Alaska,OFF-HIGHWAY,3.850309925,2010
Alaska,OFF-HIGHWAY,1.440223724,2010
Alaska,OFF-HIGHWAY,1.532530377,2010
Alaska,OFF-HIGHWAY,26.96110821,2010
Alaska,OFF-HIGHWAY,0.012066765,2010
Alaska,OFF-HIGHWAY,67.69955386,2010
Alaska,MISCELLANEOUS,0.063422331,2010
Alaska,MISCELLANEOUS,0.02491922,2010
Alaska,MISCELLANEOUS,8.684329127,2010
Alaska,MISCELLANEOUS,83.46919946,2010
Alaska,MISCELLANEOUS,0.091457261,2010
Alaska,MISCELLANEOUS,1.266269597,2010
Alaska,MISCELLANEOUS,,2010
Alaska,WILDFIRES,2.158593,2010
Alaska,WILDFIRES,46.498344,2010
Alaska,WILDFIRES,0.20926,2010
Alaska,WILDFIRES,0.89946,2010
Alaska,WILDFIRES,4.499077,2010
Alaska,WILDFIRES,4.149023,2010
Alaska,WILDFIRES,0.24664,2010
Alaska,PRESCRIBED FIRES,,2010
Alaska,PRESCRIBED FIRES,,2010
Alaska,PRESCRIBED FIRES,,2010
Alaska,PRESCRIBED FIRES,,2010
Alaska,PRESCRIBED FIRES,,2010
Alaska,PRESCRIBED FIRES,,2010
Alaska,PRESCRIBED FIRES,,2010
Arizona,FUEL COMB. ELEC. UTIL.,2.282501613,2010
Arizona,FUEL COMB. ELEC. UTIL.,32.17178061,2010
Arizona,FUEL COMB. ELEC. UTIL.,1.817506167,2010
Arizona,FUEL COMB. ELEC. UTIL.,0.480488409,2010
Arizona,FUEL COMB. ELEC. UTIL.,37.76541143,2010
Arizona,FUEL COMB. ELEC. UTIL.,9.610240617,2010
Arizona,FUEL COMB. ELEC. UTIL.,0.598677551,2010
Arizona,FUEL COMB. INDUSTRIAL,2.069412329,2010
Arizona,FUEL COMB. INDUSTRIAL,0.052782905,2010
Arizona,FUEL COMB. INDUSTRIAL,9.31573869,2010
Arizona,FUEL COMB. INDUSTRIAL,3.692487636,2010
Arizona,FUEL COMB. INDUSTRIAL,0.433319226,2010
Arizona,FUEL COMB. INDUSTRIAL,0.518849556,2010
Arizona,FUEL COMB. INDUSTRIAL,0.726103905,2010
Arizona,FUEL COMB. OTHER,0.251714464,2010
Arizona,FUEL COMB. OTHER,0.52377009,2010
Arizona,FUEL COMB. OTHER,3.576033445,2010
Arizona,FUEL COMB. OTHER,4.761092512,2010
Arizona,FUEL COMB. OTHER,20.9020052,2010
Arizona,FUEL COMB. OTHER,3.19922312,2010
Arizona,FUEL COMB. OTHER,3.245352322,2010
Arizona,CHEMICAL & ALLIED PRODUCT MFG,0.208349604,2010
Arizona,CHEMICAL & ALLIED PRODUCT MFG,0.226938997,2010
Arizona,CHEMICAL & ALLIED PRODUCT MFG,0.0051728,2010
Arizona,CHEMICAL & ALLIED PRODUCT MFG,0.166400904,2010
Arizona,CHEMICAL & ALLIED PRODUCT MFG,0.707847216,2010
Arizona,CHEMICAL & ALLIED PRODUCT MFG,0.134192,2010
Arizona,CHEMICAL & ALLIED PRODUCT MFG,0.000591818,2010
Arizona,METALS PROCESSING,30.88202774,2010
Arizona,METALS PROCESSING,0.716265445,2010
Arizona,METALS PROCESSING,0.978855521,2010
Arizona,METALS PROCESSING,0.348535733,2010
Arizona,METALS PROCESSING,0.4838285,2010
Arizona,METALS PROCESSING,0.058460833,2010
Arizona,METALS PROCESSING,0.005511621,2010
Arizona,PETROLEUM & RELATED INDUSTRIES,0.008231657,2010
Arizona,PETROLEUM & RELATED INDUSTRIES,0.063644617,2010
Arizona,PETROLEUM & RELATED INDUSTRIES,0.00251716,2010
Arizona,PETROLEUM & RELATED INDUSTRIES,0.008365038,2010
Arizona,PETROLEUM & RELATED INDUSTRIES,0.027928907,2010
Arizona,PETROLEUM & RELATED INDUSTRIES,0.063307748,2010
Arizona,PETROLEUM & RELATED INDUSTRIES,0,2010
Arizona,OTHER INDUSTRIAL PROCESSES,5.978989428,2010
Arizona,OTHER INDUSTRIAL PROCESSES,2.958641764,2010
Arizona,OTHER INDUSTRIAL PROCESSES,4.690321458,2010
Arizona,OTHER INDUSTRIAL PROCESSES,70.43523404,2010
Arizona,OTHER INDUSTRIAL PROCESSES,13.54304025,2010
Arizona,OTHER INDUSTRIAL PROCESSES,2.835228154,2010
Arizona,OTHER INDUSTRIAL PROCESSES,3.120363497,2010
Arizona,SOLVENT UTILIZATION,0.001251313,2010
Arizona,SOLVENT UTILIZATION,53.34475528,2010
Arizona,SOLVENT UTILIZATION,0.00149928,2010
Arizona,SOLVENT UTILIZATION,0.000825673,2010
Arizona,SOLVENT UTILIZATION,0.00000801,2010
Arizona,SOLVENT UTILIZATION,0,2010
Arizona,SOLVENT UTILIZATION,0.000814747,2010
Arizona,STORAGE & TRANSPORT,0.006255149,2010
Arizona,STORAGE & TRANSPORT,0.000834567,2010
Arizona,STORAGE & TRANSPORT,0.006482014,2010
Arizona,STORAGE & TRANSPORT,2.265713213,2010
Arizona,STORAGE & TRANSPORT,0.797753995,2010
Arizona,STORAGE & TRANSPORT,0.000333804,2010
Arizona,STORAGE & TRANSPORT,16.79109682,2010
Arizona,WASTE DISPOSAL & RECYCLING,0.82274907,2010
Arizona,WASTE DISPOSAL & RECYCLING,2.509853974,2010
Arizona,WASTE DISPOSAL & RECYCLING,0.103579309,2010
Arizona,WASTE DISPOSAL & RECYCLING,2.466895059,2010
Arizona,WASTE DISPOSAL & RECYCLING,0.683844398,2010
Arizona,WASTE DISPOSAL & RECYCLING,17.60707794,2010
Arizona,WASTE DISPOSAL & RECYCLING,2.83701727,2010
Arizona,HIGHWAY VEHICLES,561.2181109,2010
Arizona,HIGHWAY VEHICLES,2.134751122,2010
Arizona,HIGHWAY VEHICLES,118.3309764,2010
Arizona,HIGHWAY VEHICLES,5.524889894,2010
Arizona,HIGHWAY VEHICLES,3.817619838,2010
Arizona,HIGHWAY VEHICLES,0.839152413,2010
Arizona,HIGHWAY VEHICLES,63.2466148,2010
Arizona,OFF-HIGHWAY,4.504159707,2010
Arizona,OFF-HIGHWAY,353.5801834,2010
Arizona,OFF-HIGHWAY,57.8034802,2010
Arizona,OFF-HIGHWAY,4.023939719,2010
Arizona,OFF-HIGHWAY,0.926765329,2010
Arizona,OFF-HIGHWAY,41.921727,2010
Arizona,OFF-HIGHWAY,0.051824125,2010
Arizona,MISCELLANEOUS,4.313785816,2010
Arizona,MISCELLANEOUS,32.87534668,2010
Arizona,MISCELLANEOUS,0.240139846,2010
Arizona,MISCELLANEOUS,174.960628,2010
Arizona,MISCELLANEOUS,23.99136933,2010
Arizona,MISCELLANEOUS,0.106680551,2010
Arizona,MISCELLANEOUS,0.381195438,2010
Arizona,WILDFIRES,8.25818479,2010
Arizona,WILDFIRES,18.29263635,2010
Arizona,WILDFIRES,7.00326239,2010
Arizona,WILDFIRES,1.146678413,2010
Arizona,WILDFIRES,1.278456229,2010
Arizona,WILDFIRES,81.4089165,2010
Arizona,WILDFIRES,0.603305877,2010
Arizona,PRESCRIBED FIRES,0.65886927,2010
Arizona,PRESCRIBED FIRES,1.053672779,2010
Arizona,PRESCRIBED FIRES,14.71215959,2010
Arizona,PRESCRIBED FIRES,1.634599947,2010
Arizona,PRESCRIBED FIRES,8.312368724,2010
Arizona,PRESCRIBED FIRES,82.72969527,2010
Arizona,PRESCRIBED FIRES,7.157027815,2010
Arkansas,FUEL COMB. ELEC. UTIL.,0.438113377,2010
Arkansas,FUEL COMB. ELEC. UTIL.,59.31736567,2010
Arkansas,FUEL COMB. ELEC. UTIL.,1.08247018,2010
Arkansas,FUEL COMB. ELEC. UTIL.,2.107247306,2010
Arkansas,FUEL COMB. ELEC. UTIL.,31.98484155,2010
Arkansas,FUEL COMB. ELEC. UTIL.,0.228136526,2010
Arkansas,FUEL COMB. ELEC. UTIL.,4.578740937,2010
Arkansas,FUEL COMB. INDUSTRIAL,19.85088528,2010
Arkansas,FUEL COMB. INDUSTRIAL,2.049587832,2010
Arkansas,FUEL COMB. INDUSTRIAL,2.937562632,2010
Arkansas,FUEL COMB. INDUSTRIAL,25.42613503,2010
Arkansas,FUEL COMB. INDUSTRIAL,0.067870349,2010
Arkansas,FUEL COMB. INDUSTRIAL,14.24730659,2010
Arkansas,FUEL COMB. INDUSTRIAL,1.339826636,2010
Arkansas,FUEL COMB. OTHER,2.752999905,2010
Arkansas,FUEL COMB. OTHER,1.803308623,2010
Arkansas,FUEL COMB. OTHER,0.061136207,2010
Arkansas,FUEL COMB. OTHER,1.475526946,2010
Arkansas,FUEL COMB. OTHER,0.446094312,2010
Arkansas,FUEL COMB. OTHER,10.33392271,2010
Arkansas,FUEL COMB. OTHER,1.455145529,2010
Arkansas,CHEMICAL & ALLIED PRODUCT MFG,0.584113311,2010
Arkansas,CHEMICAL & ALLIED PRODUCT MFG,0.829486274,2010
Arkansas,CHEMICAL & ALLIED PRODUCT MFG,0.418542309,2010
Arkansas,CHEMICAL & ALLIED PRODUCT MFG,0.093553333,2010
Arkansas,CHEMICAL & ALLIED PRODUCT MFG,1.457221159,2010
Arkansas,CHEMICAL & ALLIED PRODUCT MFG,1.056793663,2010
Arkansas,CHEMICAL & ALLIED PRODUCT MFG,0.925016003,2010
Arkansas,METALS PROCESSING,0.287793333,2010
Arkansas,METALS PROCESSING,1.383041422,2010
Arkansas,METALS PROCESSING,0.9904398,2010
Arkansas,METALS PROCESSING,4.626005157,2010
Arkansas,METALS PROCESSING,0.365817383,2010
Arkansas,METALS PROCESSING,0.335377589,2010
Arkansas,METALS PROCESSING,0.928753827,2010
Arkansas,PETROLEUM & RELATED INDUSTRIES,7.157078037,2010
Arkansas,PETROLEUM & RELATED INDUSTRIES,0.010046667,2010
Arkansas,PETROLEUM & RELATED INDUSTRIES,9.831698887,2010
Arkansas,PETROLEUM & RELATED INDUSTRIES,0.341084535,2010
Arkansas,PETROLEUM & RELATED INDUSTRIES,0.146889629,2010
Arkansas,PETROLEUM & RELATED INDUSTRIES,7.512643161,2010
Arkansas,PETROLEUM & RELATED INDUSTRIES,0.605993492,2010
Arkansas,OTHER INDUSTRIAL PROCESSES,13.33129693,2010
Arkansas,OTHER INDUSTRIAL PROCESSES,0.47652262,2010
Arkansas,OTHER INDUSTRIAL PROCESSES,8.61720189,2010
Arkansas,OTHER INDUSTRIAL PROCESSES,8.823906606,2010
Arkansas,OTHER INDUSTRIAL PROCESSES,3.607915373,2010
Arkansas,OTHER INDUSTRIAL PROCESSES,4.908880035,2010
Arkansas,OTHER INDUSTRIAL PROCESSES,15.78686209,2010
Arkansas,SOLVENT UTILIZATION,0.021106693,2010
Arkansas,SOLVENT UTILIZATION,39.42447706,2010
Arkansas,SOLVENT UTILIZATION,0.02049458,2010
Arkansas,SOLVENT UTILIZATION,0.01558222,2010
Arkansas,SOLVENT UTILIZATION,0.010822667,2010
Arkansas,SOLVENT UTILIZATION,0.011411773,2010
Arkansas,SOLVENT UTILIZATION,0.001338214,2010
Arkansas,STORAGE & TRANSPORT,0.2344592,2010
Arkansas,STORAGE & TRANSPORT,0.019210267,2010
Arkansas,STORAGE & TRANSPORT,0.147735267,2010
Arkansas,STORAGE & TRANSPORT,0.20985404,2010
Arkansas,STORAGE & TRANSPORT,0.066194488,2010
Arkansas,STORAGE & TRANSPORT,0.0059916,2010
Arkansas,STORAGE & TRANSPORT,25.91439256,2010
Arkansas,WASTE DISPOSAL & RECYCLING,1.353888762,2010
Arkansas,WASTE DISPOSAL & RECYCLING,4.687439343,2010
Arkansas,WASTE DISPOSAL & RECYCLING,0.010818353,2010
Arkansas,WASTE DISPOSAL & RECYCLING,0.094320981,2010
Arkansas,WASTE DISPOSAL & RECYCLING,2.171708512,2010
Arkansas,WASTE DISPOSAL & RECYCLING,26.21736115,2010
Arkansas,WASTE DISPOSAL & RECYCLING,3.942291001,2010
Arkansas,HIGHWAY VEHICLES,383.6581071,2010
Arkansas,HIGHWAY VEHICLES,1.331725871,2010
Arkansas,HIGHWAY VEHICLES,94.78321799,2010
Arkansas,HIGHWAY VEHICLES,4.081751303,2010
Arkansas,HIGHWAY VEHICLES,3.206901835,2010
Arkansas,HIGHWAY VEHICLES,0.822830742,2010
Arkansas,HIGHWAY VEHICLES,38.23972379,2010
Arkansas,OFF-HIGHWAY,47.50176075,2010
Arkansas,OFF-HIGHWAY,31.98137491,2010
Arkansas,OFF-HIGHWAY,0.865405433,2010
Arkansas,OFF-HIGHWAY,3.359356856,2010
Arkansas,OFF-HIGHWAY,176.8349259,2010
Arkansas,OFF-HIGHWAY,3.085658452,2010
Arkansas,OFF-HIGHWAY,0.038725708,2010
Arkansas,MISCELLANEOUS,365.710906,2010
Arkansas,MISCELLANEOUS,5.557805471,2010
Arkansas,MISCELLANEOUS,59.45477976,2010
Arkansas,MISCELLANEOUS,3.678391359,2010
Arkansas,MISCELLANEOUS,118.5401636,2010
Arkansas,MISCELLANEOUS,68.23740012,2010
Arkansas,MISCELLANEOUS,1.375361825,2010
Arkansas,WILDFIRES,1.264664086,2010
Arkansas,WILDFIRES,0.037611292,2010
Arkansas,WILDFIRES,5.37096067,2010
Arkansas,WILDFIRES,0.087976605,2010
Arkansas,WILDFIRES,0.06428797,2010
Arkansas,WILDFIRES,0.538347078,2010
Arkansas,WILDFIRES,0.456226922,2010
Arkansas,PRESCRIBED FIRES,590.5221475,2010
Arkansas,PRESCRIBED FIRES,9.705444844,2010
Arkansas,PRESCRIBED FIRES,8.749912843,2010
Arkansas,PRESCRIBED FIRES,60.69149937,2010
Arkansas,PRESCRIBED FIRES,51.43347896,2010
Arkansas,PRESCRIBED FIRES,4.649480501,2010
Arkansas,PRESCRIBED FIRES,139.5157612,2010
California,FUEL COMB. ELEC. UTIL.,12.31716705,2010
California,FUEL COMB. ELEC. UTIL.,1.501371793,2010
California,FUEL COMB. ELEC. UTIL.,1.782181126,2010
California,FUEL COMB. ELEC. UTIL.,2.00825657,2010
California,FUEL COMB. ELEC. UTIL.,2.221322027,2010
California,FUEL COMB. ELEC. UTIL.,4.290207589,2010
California,FUEL COMB. ELEC. UTIL.,8.566565124,2010
California,FUEL COMB. INDUSTRIAL,35.77508404,2010
California,FUEL COMB. INDUSTRIAL,5.290835699,2010
California,FUEL COMB. INDUSTRIAL,7.445374388,2010
California,FUEL COMB. INDUSTRIAL,5.173695243,2010
California,FUEL COMB. INDUSTRIAL,5.448534978,2010
California,FUEL COMB. INDUSTRIAL,0.944258613,2010
California,FUEL COMB. INDUSTRIAL,41.26092782,2010
California,FUEL COMB. OTHER,25.06717076,2010
California,FUEL COMB. OTHER,2.774371192,2010
California,FUEL COMB. OTHER,31.35080941,2010
California,FUEL COMB. OTHER,32.4977379,2010
California,FUEL COMB. OTHER,41.27635437,2010
California,FUEL COMB. OTHER,6.681595889,2010
California,FUEL COMB. OTHER,215.5790432,2010
California,CHEMICAL & ALLIED PRODUCT MFG,1.190090742,2010
California,CHEMICAL & ALLIED PRODUCT MFG,0.772957838,2010
California,CHEMICAL & ALLIED PRODUCT MFG,0.518941659,2010
California,CHEMICAL & ALLIED PRODUCT MFG,0.600463375,2010
California,CHEMICAL & ALLIED PRODUCT MFG,1.089816312,2010
California,CHEMICAL & ALLIED PRODUCT MFG,1.746962462,2010
California,CHEMICAL & ALLIED PRODUCT MFG,0.711729059,2010
California,METALS PROCESSING,0.06283043,2010
California,METALS PROCESSING,0.119404402,2010
California,METALS PROCESSING,0.343865643,2010
California,METALS PROCESSING,0.266264331,2010
California,METALS PROCESSING,0.070669151,2010
California,METALS PROCESSING,0.116578143,2010
California,METALS PROCESSING,0.001752618,2010
California,PETROLEUM & RELATED INDUSTRIES,6.603633168,2010
California,PETROLEUM & RELATED INDUSTRIES,2.178310855,2010
California,PETROLEUM & RELATED INDUSTRIES,3.456434104,2010
California,PETROLEUM & RELATED INDUSTRIES,0.427992589,2010
California,PETROLEUM & RELATED INDUSTRIES,3.512025336,2010
California,PETROLEUM & RELATED INDUSTRIES,1.677718402,2010
California,PETROLEUM & RELATED INDUSTRIES,22.63362204,2010
California,OTHER INDUSTRIAL PROCESSES,14.54637787,2010
California,OTHER INDUSTRIAL PROCESSES,5.940261304,2010
California,OTHER INDUSTRIAL PROCESSES,23.07340315,2010
California,OTHER INDUSTRIAL PROCESSES,54.72306348,2010
California,OTHER INDUSTRIAL PROCESSES,23.2421199,2010
California,OTHER INDUSTRIAL PROCESSES,1.453243802,2010
California,OTHER INDUSTRIAL PROCESSES,13.33572454,2010
California,SOLVENT UTILIZATION,180.6766326,2010
California,SOLVENT UTILIZATION,0.924507615,2010
California,SOLVENT UTILIZATION,0.439926825,2010
California,SOLVENT UTILIZATION,0.09132179,2010
California,SOLVENT UTILIZATION,0.765222954,2010
California,SOLVENT UTILIZATION,0.864461259,2010
California,SOLVENT UTILIZATION,0.323756795,2010
California,STORAGE & TRANSPORT,3.355578385,2010
California,STORAGE & TRANSPORT,5.316446825,2010
California,STORAGE & TRANSPORT,8.258210172,2010
California,STORAGE & TRANSPORT,2.755227571,2010
California,STORAGE & TRANSPORT,0.483235107,2010
California,STORAGE & TRANSPORT,43.93408872,2010
California,STORAGE & TRANSPORT,1.79985595,2010
California,WASTE DISPOSAL & RECYCLING,26.75801264,2010
